"He aided the Doukhobors in migrating to Canada .","aid","[u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'', u'']","[u'tending', u'attention', u'help', u'assistance', u'assist', u'economic_aid', u'care', u'financial_aid']","['N']","[u'help to ', u""lend one's aid"", u'humor ', u'help ', u'befriend ', u'aidance', u'subvention ', u'assist', u'help', u'succor', u'second ', u'promote ', u'nurture ']","['N']"
"The Earthquake Engineering Research Institute is a leader in dissemination of earthquake engineering research related information both in the U.S. and globally .","research","[u'studies', u'studies', u'study', u'study', u'investigation', u'study', u'study', u'study', u'studying', u'study', u'studies', u'science', u'studies', u'study', u'study', u'studies', u'studies', u'studies', u'study', u'work', u'investigation', u'information', u'study', u'study', u'study', u'analysis', u'learning', u'studying', u'information', u'studies', u'study', u'collecting ', u'study', u'study', u'study', u'study', u'findings', u'study', u'study', u'studies', u'data', u'study', u'studies', u'studies', u'studies', u'studies', u'study', u'study', u'study', u'studies', u'', u'']","[u'enquiry', u'search', u'inquiry', u'explore']","['N']","[u'compendium', u'search', u'quest', u'pursuit ']","['N']"
"""In 2005 , Benson collaborated with artist Jamie McKelvie on a short story within the Image Comics collection Four Letter Worlds .""","collaborate","[u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'cooperated', u'worked', u'worked', u'worked', u'worked', u'worked', u'coproduced', u'joined', u'worked', u'worked', u'worked', u'worked together', u'helped', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked with', u'worked', u'partnered', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'worked', u'joined', u'teamed', u'worked', u'worked', u'worked', u'worked with', u'worked', u'worked', u'', u'']","[u'join_forces', u'get_together', u'cooperate']","['N']","[]","['N']"
"""Techno is a form of electronic dance music that emerged in Detroit , Michigan , US during the mid to late 1980s .""","emerge","[u'started', u'appeared', u'began', u'started', u'started', u'appeared', u'began', u'started', u'started', u'originated', u'started', u'started', u'began', u'came from', u'started', u'appeared', u'started', u'appeared', u'rose', u'started', u'began', u'started', u'started', u'came frome', u'started', u'started ', u'appeared', u'came from', u'started', u'became known', u'started', u'became noticable', u'originated', u'appeared', u'started', u'started', u'started', u'appeared', u'started', u'was invented', u'began', u'began', u'started', u'started', u'started', u'came out', u'appeared', u'started', u'began', u'originated', u'', u'']","[u'egress', u'go_forth', u'issue', u'come_out', u'come_forth']","['N']","[u'spew forth', u'erupt', u'emanate', u'ooze ', u'issue']","['N']"
"""On 5 February 2007 , Apple Inc. and Apple Corps announced a settlement of their trademark dispute under which Apple Inc. will own all of the trademarks related to `` Apple '' and will license certain of those trademarks back to Apple Corps for their continued use .""","announce","[u'introduced', u'declared', u'reported', u'reported', u'noted', u'told', u'reported', u'declared', u'agreed to', u'informed of', u'stated', u'said', u'said', u'declared', u'reported', u'declared', u'said that', u'made', u'explained', u'told', u'showed', u'told people about', u'reported', u'reported', u'declared', u'said that ', u'stated', u'said', u'told everyone', u'reported', u'said', u'made known', u'said', u'mentioned', u'said', u'stated', u'advertised ', u'released', u'said', u'stated', u'reported', u'reported', u'made public', u'said', u'told about', u'revealed', u'reported', u'declared', u'revealed ', u'said', u'', u'']","[u'harbinger', u'denote', u'herald', u'foretell', u'annunciate', u'declare']","['N']","[u'herald', u'usher in', u'annunciate', u'premise']","['N']"
"""Many parts of Odessa were damaged during its siege and recapture on 10 April 1944 , when the city was finally liberated by the Red Army .""","siege","[u'attack', u'blockade', u'attack', u'attack', u'capture', u'attack', u'attack', u'attack', u'attack', u'attack', u'invasion', u'battle', u'battle', u'storm', u'blockade', u'surrounding', u'capture', u'attack', u'war', u'capture', u'fighting', u'attack', u'blockade', u'blockade', u'attack', u'invasion', u'attack', u'takeover', u'surrounding', u'holding', u'attack', u'capture', u'attack', u'attack', u'attack', u'storming', u'barricade', u'capture', u'battle', u'battle', u'takeover', u'raid', u'blockade', u'conquer', u'hold', u'attack', u'blockade', u'capture', u'blockage', u'attack', u'attack', u'']","[u'besieging', u'military_blockade', u'beleaguering']","['N']","[u'bombardment', u'cannonade', u'obsession', u'investment']","['N']"
"""The theory of incentive compatibility that Hurwicz developed changed the way many economists thought about outcomes , explaining why centrally planned economies may fail and how incentives for individuals make a difference in decision making .""","incentives","[u'awards', u'bribes', u'awards', u'benefits', u'rewards', u'rewards', u'rewards', u'goals', u'rewards', u'benefits', u'rewards', u'benefits', u'awards', u'rewards', u'rewards', u'bait', u'rewards', u'bonuses', u'motivations', u'rewards', u'bribes', u'bonuses', u'rewards', u'motivation', u'prizes', u'temptations', u'motivations', u'motives', u'motives', u'rewards', u'bonuses', u'rewards', u'rewards', u'rewards', u'gift', u'rewards', u'bonuses', u'baits', u'rewards', u'rewards', u'payments', u'boost', u'stimulants', u'motives', u'motivations', u'encouragements', u'rewards', u'prizes', u'rewards', u'motivations', u'rewards', u'']","[u'motivator', u'bonus', u'inducement', u'incentive']","['N']","[]","['N']"
"""The Hells Angels , at the peak of their ` outlaw ' reputation , corralled lost children .""","corral","[u'bothered', u'found', u'collected', u'enclose', u'gathered', u'gathered', u'caught', u'gathered', u'captured', u'collected', u'rounded up', u'gathered', u'collected', u'gathered', u'caught', u'gathered', u'cornered', u'found', u'took', u'gathered', u'gathered', u'gathered', u'caged', u'found', u'found', u'stole', u'gathered', u'brought together', u'gathered', u'gathered', u'collected', u'found', u'gathered', u'sought', u'gathered', u'gathered', u'confined', u'locked up', u'gathered', u'gathered', u'contained', u'captured', u'locked up', u'detained', u'gathered', u'gathered', u'enclosed', u'collected', u'gathered up', u'gathered', u'', u'']","[u'cow_pen', u'cattle_pen']","['N']","[]","['N']"
"Hurricane-force wind gusts were reported in New England .","hurricane-force","[u'really strong', u'strong', u'strong', u'strong', u'strong', u'strong', u'extremely strong', u'strong', u'heavy ', u'very stong', u'strong', u'tornado-force', u'strong', u'strong', u'stron', u'strong', u'high', u'high', u'strong', u'strong', u'high', u'strong', u'very strong', u'strong', u'strong', u'very fast', u'dangerous', u'strong', u'strong', u'really high', u'very strong', u'heavy', u'very strong', u'strong', u'very damaging', u'large', u'very strong', u'very strong', u'powerful', u'very strong', u'storm', u'very strong', u'strong', u'dangerous', u'severe', u'heavy', u'huge', u'strong', u'powerful', u'strong', u'', u'']","[]","['N']","[]","['N']"
"""The Aar , a tributary of the Rhine , is the longest river that both rises and ends entirely within Switzerland .""","*rise","[u'starts', u'starts', u'ups', u'begins', u'starts', u'begins', u'starts', u'starts', u'begins', u'starts', u'begins', u'climbs', u'starts ', u'starts', u'starts', u'starts', u'begins', u'begins', u'starts', u'begins', u'starts', u'starts', u'begins', u'starts', u'begins', u'begins', u'begins', u'begins', u'gets higher', u'starts', u'begins', u'begins', u'climbs', u'goes higher', u'starts ', u'ascends ', u'begins', u'grows', u'starts', u'begins', u'swells up', u'climb', u'climbs ', u'starts', u'begins', u'begins', u'begins', u'soars', u'begins', u'swells', u'', u'']","[u'originate', u'emanation', u'ascend', u'procession', u'uprise', u'spring_up', u'salary_increase', u'rising', u'arise', u'ascension', u'ascent', u'move_up', u'upgrade', u'develop', u'raise', u'prove', u'heighten', u'jump', u'stand_up', u'rear', u'wax', u'boost', u'cost_increase', u'climb_up', u'advance', u'ascending', u'rising_slope', u'lift', u'turn_out', u'surface', u'rise_up', u'grow', u'wage_increase', u'acclivity', u'wage_hike', u'go_up', u'hike', u'mount', u'come_up', u'get_up', u'resurrect', u'climb', u'rebel']","['Y']","[u'rising ground', u'declivity', u'float', u'ascend', u'uprise', u'arise', u'ascent', u'downhill', u'kill two birds with one stone', u'be buoyed up', u'source', u'hill', u'hustle', u'swim', u'inchoate', u'khudd', u'rise in arms', u'soar ', u'fall', u'arouse oneself', u'bank', u'be about', u'acclivity', u'mount', u'originate', u'steal a march', u'gradient', u'devexity', u'keep moving', u'get up early', u'dip']","['N']"
"""After 1910 , he spent the remainder of his life in Moscow , working in the Marfo-Mariinsky Convent .""","*remainder","[u'rest', u'rest', u'rest', u'last', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'last', u'rest', u'rest', u'rest', u'last', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'end', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'rest', u'', u'']","[u'residue', u'residuum', u'difference', u'end', u'oddment', u'residual', u'rest', u'remnant', u'balance']","['Y']","[u'expectancy', u'residue', u'over and above ', u'reversion', u'surplus ', u'possibility', u'excess']","['N']"
"""The album peaked at number 10 on the U.S. Billboard 200 chart , selling 48,397 copies in its first week of release ; it was eventually certified gold by the RIAA in 2008 .""","certify","[u'deemed', u'approved', u'cited', u'rated ', u'confirmed', u'awarded', u'declared', u'declared', u'made', u'turned', u'made', u'made it official', u'declared', u'made', u'made', u'proven', u'made', u'confirmed', u'verified', u'approved', u'catagorized', u'sworn', u'made', u'confirmed', u'guaranteed ', u'awarded', u'confirmed as', u'given', u'confirmed', u'proven to be', u'authorized', u'granted', u'confirmed', u'made', u'awarded', u'confirmed', u'stamped', u'guaranteed', u'named', u'confirmed', u'acknowledged', u'proved', u'verified', u'made', u'approved', u'confirm', u'given', u'announced as', u'labeled', u'made', u'', u'']","[u'attest', u'indorse', u'license', u'evidence', u'licence', u'endorse', u'demonstrate', u'manifest']","['N']","[u'attest', u""deliver as one's act and deed"", u'swear by bell book and candle', u'sign', u'assure', u'vouch', u'seal', u'undersign', u'sign and seal', u'warrant', u""set one's hand and seal""]","['N']"
"""Glaciologically , ice age implies the presence of extensive ice sheets in the northern and southern hemispheres ; by this definition we are still in the ice age that began at the start of the Pleistocene .""","definition","[u'description', u'idea', u'meaning', u'meaning', u'meaning', u'meaning', u'measure', u'idea', u'explanation', u'meaning', u'meaning', u'example', u'answer', u'explanation', u'explanation', u'meaning', u'explanation', u'translation', u'idea', u'idea', u'idea', u'description', u'description', u'meaning', u'meaning', u'meaning', u'explanation', u' explanation', u'meaning', u'explanation', u' description', u'meaning', u'explanation', u'description', u'characterization', u'meaning', u'meaning', u'description', u'finding', u'meaning', u'meaning', u'description', u'meaning', u'explanation', u'meaning', u'meaning', u'theory', u'description', u'classification', u'idea', u'', u'']","[]","['N']","[u'definiteness', u'interpretation']","['N']"
"Most of the state lies in an area known as Tornado Alley characterized by frequent interaction between cold and warm air masses producing severe weather .","interaction","[u'meeting', u'contact', u'contact', u'mixing', u'mixing', u'mixing', u'communication', u'action', u'mixing', u'mixing', u'work', u'collisions', u'movement', u'mixing', u'involved', u'relationship', u'combination', u'meetings', u'meetings', u'combining', u'communication ', u'movement', u'involvement', u'cooperation', u'contact', u'communication', u'synergy', u'reaction', u'synergy', u'contact', u'communication', u'communication', u'play', u'mixing', u'exchange', u'changes', u'meeting', u'mixing', u'meeting', u'bumping', u'contact', u'contact', u'talks', u'mixing', u'combination', u'communication', u'contacts', u'exchange', u'meeting', u'collision', u'', u'']","[u'fundamental_interaction']","['N']","[u'interworking']","['N']"
"From 1908 to 1911 he was the principal conductor of the Vienna Hofoper succeeding Gustav Mahler ; he retained the conductorship of the Vienna Philharmonic until 1927 .","retain","[u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'held', u'kept', u'kept', u'kept', u'held', u'kept', u'kept', u'kept', u'kept', u'had', u'kept', u'kept', u'kept', u'kept', u'held', u'kept', u'held', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'held', u'kept', u'got ', u'kept', u'kept', u'kept', u'kept', u'kept', u'kept', u'', u'']","[u'keep_back', u'hold_back', u'keep', u'continue', u'keep_on', u'hold']","['N']","[u'have a firmhold of ', u'keep hold', u'keep']","['N']"
"The Amazon Basin is the part of South America drained by the Amazon River and its tributaries .","tributaries","[u'streams', u'branches', u'riverlets', u'branches', u'adjacent', u'smaller rivers', u'branches', u'channels', u'streams', u'branches', u'rivers', u'branches', u'branches', u'smaller rivers', u'rivers', u'branches', u'streams', u'streams', u'branches', u'smaller rivers', u'brooks', u'ditches', u'streams', u'children creeks', u'branches', u'streams', u'branches', u'streams', u'branches', u'streams', u'streams', u'streams', u'branches', u'streams', u'rivers', u'channels', u'rivers', u'streams', u'streams', u'offshoots', u'streams', u'creeks', u'streams', u'branches', u'branches', u'branches', u'streams', u'streams', u'rivers', u'branches', u'streams', u'']","[u'affluent', u'tributary', u'confluent', u'feeder']","['N']","[]","['N']"
"""Specialized English operates in the civil society sector , and the developers aspire to make programs for a variety of public service purposes , subject to resources being available .""","aspire","[u'hope', u'dream', u'strive', u'desire', u'hope', u'hope', u'hope', u'dream', u'hope', u'hope', u'dream', u'aim', u'strive', u'hope', u'hope', u'aim', u'aim', u'hope', u'strive', u'intend', u'hope', u'seek', u'seek', u'wish', u'hope', u'hopes', u'try', u'dream', u'hope', u'try', u'hope', u'want', u'hope', u'dream', u'crave', u'want', u'plan', u'dream', u'hope', u'want', u'try', u'try', u'hope', u'hope', u'try', u'hope', u'hope', u'hope', u'try', u'hope', u'hope', u'']","[u'draw_a_bead_on', u'shoot_for', u'aim']","['Y']","[u'worship', u'lift up the heart']","['N']"
